metric;timestamp;ts_join;type;rt1_value;rt2_value;rt3_value;rt4_value;rt5_value;rt6_value;rt7_value;rt8_value;rt9_value;rt10_value;Total
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511040419;50368013;count;301445038;281436554;294008696;283216344;293521374;273699101;310911193;293846038;284540874;283430473;2900055685
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511040449;50368014;count;318725934;297865811;294008696;283216344;303334001;293362074;320602243;293846038;284163856;283430473;2972555470
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511040479;50368015;count;347716395;326963707;310638706;310400186;320342167;310520460;340250452;320483878;310944265;310517300;3208777516
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511040509;50368016;count;376830619;355773440;340051512;339628683;349253451;339811369;369282375;349555993;340276447;339656562;3500120451
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511040539;50368017;count;406016371;384738380;369103513;368583832;378591229;368728323;408414336;378883253;359472188;368712427;3791243852
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511040569;50368018;count;434706910;403860184;398493609;397751839;408001166;388093359;437578905;408290526;388876833;388120155;4053773486
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511040599;50368019;count;463704763;432856137;427569994;426553334;436989260;417012352;466748642;437297887;418013669;416812819;4343558857
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511040629;50368020;count;482693750;461667256;456646923;446063325;466288455;446138205;495617199;466454491;447389719;446066768;4615026091
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511040659;50368021;count;501005203;480985053;475976349;455816981;485411599;465618017;505571193;475978192;447389719;581678641;4875430947
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511040689;50368022;count;539988766;500216574;494328886;484799069;514405286;484893763;534758750;504196697;476777510;475333628;5009698929
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511040719;50368023;count;549661328;519552818;533255435;514040389;533859298;504327590;564009370;543137280;505947860;504475326;5272266694
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511040749;50368024;count;559548794;538634814;533261161;523479089;553108193;523836021;565194179;610936885;515320939;513867735;5437187810
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511040779;50368025;count;588493015;567499566;554214781;552672141;582304241;552633636;594225046;563126129;544553231;542991547;5642713333
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511040809;50368026;count;617157720;596136174;583412960;581791398;611455575;581711150;623031248;592360227;573793153;572078780;5932928385
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511040839;50368027;count;646054017;624937277;612318657;610487362;640214063;600776153;652178701;621300034;602599701;600742493;6211608458
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511040869;50368028;count;674399208;653833269;641446144;639438429;669194283;629756775;681080446;650448360;631886175;629853057;6501336146
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511040899;50368029;count;703157249;682289925;670607325;668196238;697857527;658824931;710199055;679282575;660824330;658544483;6789783638
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511040929;50368030;count;731950529;711023958;699325105;697195432;726832101;687591281;739146799;708217843;680318027;677923379;7059524454
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511040959;50368031;count;750962087;730055702;728349446;716568254;755474078;716541703;767890231;737018050;709425249;706921865;7319206665
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511040989;50368032;count;768327071;737128826;737677727;735635531;774830908;735572826;785212741;746700707;718853000;716257662;7456196999
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511041019;50368033;count;797098962;765872392;755275400;753679222;793207457;735572826;804579363;773839437;747979375;733711974;7660816408
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511041049;50368034;count;825733050;794331286;784243911;782497706;821871261;772424656;833260346;802518851;774467284;762729984;7954078335
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511041079;50368035;count;854487050;823245326;812945367;811209040;850912890;801215512;871948334;831548949;793423804;791384583;8242320855
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511041109;50368036;count;882900302;852211339;841952792;840084575;879886185;830094588;900543421;860496339;822414732;820292856;8530877129
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511041139;50368037;count;911722565;880518596;870671034;868532427;908449759;859357691;929540060;889194120;851472357;849160431;8818619040
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511041169;50368038;count;940294755;899586898;899674171;887714157;937456064;887870501;958271439;918137355;880366212;867991631;9077363183
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511041199;50368039;count;968894383;927840064;928660141;916604892;966060716;916746027;987039156;946828091;909376240;896836096;9364885806
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511041233;50368041;count;988010429;955181075;976429736;983581890;1014156903;964502946;1025398088;985252044;947798556;935121619;9775433286
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511041259;50368041;count;996398201;955181075;976429736;983581890;1014156903;964502946;1025398088;985252044;947798556;935121619;9783821058
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511041291;50368043;count;1015521965;965332489;994333450;972723050;1032103226;982262553;1041679141;1003260650;965695445;953107529;9926019498
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511041319;50368043;count;1015429382;965332489;994333450;972723050;1032103226;982262553;1041679141;1003260650;965695445;953107529;9925926915
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511041349;50368044;count;1016438224;974881546;994333450;963575435;1032103226;982262553;1041679141;1003260650;965695445;943501898;9917731568
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511041379;50368045;count;1045431821;1003531339;1005716868;992636731;1042217631;992353601;1059794402;1023243065;984976266;972184203;10122085927
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511041409;50368046;count;1074056138;1023003489;1024959125;1012108605;1071329427;1011649189;1089000063;1042552452;1004494161;991927430;10345080079
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511041439;50368047;count;1102747328;1051381291;1054090850;1040764101;1100170477;1040274835;1117789726;1071376021;1033406343;1020623036;10632624008
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511041469;50368048;count;1130906975;1079521600;1082863636;1069466899;1129025737;1068934785;1146433196;1100241409;1052623149;1049312867;10909330253
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511041499;50368049;count;1159282531;1107964911;1111287176;1097846568;1157393511;1097280663;1175101223;1128734683;1081164478;1077762572;11193818316
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511041529;50368050;count;1187522560;1136448677;1140011657;1126539633;1186094020;1125989620;1203797759;1157421555;1109978665;1096871181;11470675327
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511041559;50368051;count;1215962365;1155168354;1168738614;1145259103;1204858091;1145119846;1232314183;1185784923;1129110936;1125345622;11707662037
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511041591;50368053;count;1234964168;1211827159;1225709066;1202563358;1262024692;1202026617;1289344433;1233273393;1186302305;1173216733;12221251924
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511041619;50368053;count;1263138532;1211827159;1225709066;1202563358;1262024692;1202026617;1289344433;1233273393;1186302305;1173216733;12249426288
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511041649;50368054;count;1263138532;1211827159;1244540689;1211771189;1290769041;1220916015;1289344433;1252406282;1195871017;1182455944;12363040301
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511041679;50368055;count;1291138689;1230862956;1244540689;1221652136;1290769041;1220916015;1308845870;1261772217;1205128943;1200859762;12476486318
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511041709;50368056;count;1319147434;1259204103;1273107052;1250174044;1319614166;1249410529;1337178056;1290521452;1234038647;1219809045;12752204528
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511041739;50368057;count;1347601068;1287021794;1301392756;1269213622;1347938056;1268266452;1365869101;1318828420;1253059611;1248340811;13007531691
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511041769;50368058;count;1375520592;1315318104;1330110046;1306748892;1376545557;1296550932;1394484474;1347527799;1281556917;1276520578;13300883891
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511041799;50368059;count;1403751570;1343290054;1358731758;1335239697;1404812737;1325006152;1432425850;1375620717;1310191589;1305023767;13594093891
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511041831;50368061;count;1422615227;1380972490;1406077210;1401440519;1452270092;1372289677;1470329171;1413653270;1347999695;1342877699;14010525050
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511041859;50368061;count;1450595360;1380972490;1406077210;1401440519;1452270092;1372289677;1470329171;1413653270;1347999695;1342877699;14038505183
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511041889;50368062;count;1478830152;1409172444;1425114610;1401374501;1480992317;1400809079;1498950247;1441950934;1376543702;1371456140;14285194126
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511041919;50368063;count;1506945953;1437222112;1463180800;1429840016;1509484815;1429205758;1536664103;1470462258;1405089934;1399846570;14587942319
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511041949;50368064;count;1535248421;1465593133;1481933401;1458144325;1537623833;1447857224;1565097231;1499027146;1433476580;1418589792;14842591086
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511041979;50368065;count;1563310741;1493777992;1510483730;1486480825;1566050680;1476290254;1593424074;1527494502;1461990180;1447032137;15126335115
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511042009;50368066;count;1591542029;1512365555;1539165866;1505152159;1594305280;1504842263;1621957807;1555718324;1480678929;1475065024;15380793236
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511042039;50368067;count;1619566248;1549783423;1567588272;1533517699;1622779374;1533206486;1650473312;1584042991;1509190707;1503427014;15673575526
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511042069;50368068;count;1647678307;1577614251;1662615519;1561856162;1651104525;1561462380;1688038483;1612265530;1537732171;1531772786;16032140114
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511042099;50368069;count;1675803518;1605722573;1634031150;1599445156;1688874404;1589609590;1716328665;1640776441;1565934667;1559812492;16276338656
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511042129;50368070;count;1703619341;1633661839;1662399310;1618306793;1717466634;1617969929;1744446626;1669253223;1594440985;1588123043;16549687723
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511042159;50368071;count;1709796322;1633661839;1680864495;1637014972;1736059959;1636890020;1753887218;1687813639;1613355079;1597241787;16686585330
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511042189;50368072;count;1728579183;1649827797;1687028803;1643756774;1754917337;1645853025;1769586138;1695034452;1622491130;1613628780;16810703419
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511042219;50368073;count;1756313535;1677922642;1715320270;1672107076;1770706609;1671246338;1797550280;1723302847;1647849583;1632493205;17064812385
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511042249;50368074;count;1784431562;1705821808;1743393528;1700250760;1798881280;1699516835;1825892764;1751338914;1676217279;1660861839;17346606569
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511042279;50368075;count;1821674677;1734017367;1771703376;1728649381;1827198638;1727616097;1853974006;1779694676;1704345130;1688759543;17637632891
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511042309;50368076;count;1849765178;1761871853;1799636041;1756921258;1855214604;1746404952;1891798791;1807826244;1723264124;1716983244;17909686289
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511042339;50368077;count;1877577720;1789823317;1827975946;1784871318;1883519934;1774256958;1919787118;1836102728;1751313716;1744902983;18190131738
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511042369;50368078;count;1905510901;1817561773;1856234794;1813016165;1911504625;1802342264;1948197516;1864460168;1779635620;1773056649;18471520475
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511042399;50368079;count;1933449716;1845565236;1884052028;1840835447;1949049368;1830535903;1976377959;1892454152;1807628701;1791668517;18751617027
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511042435;50368081;count;1951899079;1864187202;1931118718;1878416928;1986310051;1877199113;2013798949;1939472139;1845342429;1829297648;19117042256
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511042459;50368081;count;1951899079;1864187202;1931118718;1878416928;1986310051;1877199113;2013798949;1939472139;1845342429;1829297648;19117042256
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511042489;50368082;count;1968186242;1882858844;1931118718;1887835972;1995732175;1877199113;2023901539;1948911068;1845342429;2034283790;19395369890
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511042519;50368083;count;1977497498;2037036263;1940547402;2084107294;2005121080;2082038060;2033516642;1952142864;1962987441;1944735919;20019730463
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511042549;50368084;count;1986851798;1903945768;1952577089;2080078351;2219015038;2050197978;2042922137;1970943017;1876090273;1858392524;19941013973
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511042579;50368085;count;2111741016;1959783085;1971427243;2060608148;2030916995;2078291174;2061798115;1989761862;1885521471;1877239348;20027088457
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511042609;50368086;count;2082285376;1922448253;1980921733;1936754955;2167976040;1934655479;2080619682;1989761862;1894975189;1877239348;19867637917
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511042641;50368088;count;2091608074;1950385370;2009148235;1955492676;2062066624;1944013809;2099499565;2008673948;1913842269;1895953909;19930684479
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511042669;50368088;count;2035539939;1950385370;2009148235;1955492676;2062066624;1944013809;2099499565;2008673948;1913842269;1895953909;19874616344
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511042699;50368089;count;2054106061;1959698618;2009148235;1964853150;2080882650;1962775001;2108909263;2027529222;1932724700;1905308643;20005935543
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511042729;50368090;count;2063400599;1969008554;2027890972;1974208734;2090218974;1972157988;2118277895;2037033522;1942138308;1924074939;20118410485
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511042759;50368091;count;2081945912;1978304603;2037235445;1983578535;2109292842;1991211585;2136991190;2055762235;1961012587;1933444720;20268779654
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511042789;50368092;count;2091284530;1996899412;2055983261;2002306039;2118817132;2000900715;2146641768;2065132882;1970387191;1952215450;20400568380
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511042819;50368093;count;2100586539;2015473404;2065379933;2011700523;2128184785;2010268359;2165362606;2371129744;1979739238;1961706961;20809532092
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511042849;50368094;count;2109871704;2024755924;2074737619;2021081428;2137539456;2019661164;2174723366;2083016859;1989404490;1971091465;20605883475
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511042879;50368095;count;2119139447;2034064896;2084106191;2039861745;2147231430;2029005301;2193418315;2111085865;2008125999;1981281388;20747320577
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511042909;50368096;count;2137708276;2052652760;2102804782;2049237506;2165939033;2047739463;2202806238;2272062992;2377929642;1999923286;21408803978
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511042939;50368097;count;2156300878;2061903417;2112181729;2522975647;2184687435;2057084818;2212283932;2281408364;2396656284;1998931927;21984414431
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511042969;50368098;count;2165589694;2071132094;2130943871;2532266013;2194035178;2075762113;2221645239;2149569368;2036887100;2017593171;21595423841
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511042999;50368099;count;2174823482;2080438623;2140308211;2076783891;2203394089;2085072098;2240382987;2158929518;2036887100;2026909493;21223929492
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511043029;50368100;count;2193278097;2098905933;2149613660;2086101376;2222001587;2094398565;2249663625;2168228306;2057066828;2036238116;21355496093
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511043059;50368101;count;2202501355;2507969197;2158928103;2105350460;2620445562;2103708783;2268250379;2177542790;2113025940;2056318751;22314041320
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511043089;50368102;count;2211740238;2115142133;2177538926;2114647749;2629822217;2122303371;2277538976;2196472492;2131505721;2112055112;22088766935
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511043119;50368103;count;2230210515;2124378983;2187141667;2321587377;2251866199;2132557072;2286826340;2205754434;2084885289;2074777821;21899985697
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511043149;50368104;count;2239441598;2133610981;2196470594;2349317583;2261169803;2151185028;2296124825;2215048705;2103637220;2084442123;22030448460
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511043179;50368105;count;2248691333;2142868629;2215086830;2199440175;2279987253;2741580266;2314728389;2233641179;2112931232;2093771028;22582726314
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511043209;50368106;count;2267138191;2110597378;2742111147;2208731749;2479274048;2140608205;2333346733;2242959283;2122696827;2103033787;22750497348
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511043239;50368107;count;2276369258;2119832085;2751429207;2180056970;2299729709;2159156785;2342645819;2261572217;2141367688;2112292353;22644452091
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511043269;50368108;count;2285649871;2129037079;2238561395;2189324224;2393033310;2159156785;2352034859;2261572217;2141367688;2130762169;22280499597
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511043299;50368109;count;2304096358;2138214094;2238561395;2198569832;2318164004;2177655196;2370676730;2280166193;2908834007;2140025860;23074963669
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511043329;50368110;count;2313257360;2156570894;2247840021;2207820254;2336907959;2186907390;2379910241;2289439574;2918136995;2149278686;23186069374
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511043359;50368111;count;2322440361;2165750617;2266411736;2217059233;2346144820;2205536151;3139370512;2307932568;2125553147;2167770489;23263969634
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511043389;50368112;count;3081577468;2174935145;2275734054;2235582337;2364635435;2459243259;2356091901;2317173634;2247023778;2167770489;23679767500
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511043419;50368113;count;3090757431;2387885908;2294240296;2193152218;2373924448;2468495458;2374580031;2326431794;2153263116;2186290895;23849021595
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511043449;50368114;count;2317640033;2202164916;2303460566;2212697787;2392421082;2233528114;2514012191;2335693664;2162521654;2195592447;22869732454
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511043479;50368115;count;2271922881;2212379081;2557040823;2212697787;2402741287;2199900250;2439182659;2344926610;2162521654;2195592447;22998905479
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511043509;50368116;count;2292383461;2222603201;2312988179;2382544909;2413039766;2350793305;2470309503;2344926610;2183133931;2206031683;23178754548
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511043539;50368117;count;2322969337;2252581996;2333554038;2243783156;2423423758;2220948443;2501559146;2379508313;2193437431;2962700782;23834466400
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511043569;50368118;count;2333187707;2242353679;2354414160;2294034949;2433742361;2230858704;2522327174;2389843480;2203741595;2982520350;23987024159
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511043599;50368119;count;2323181978;2261978024;2364729114;2263482497;2454101533;2240741617;2455453900;2400125022;2224469481;2192574234;23180837400
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511043629;50368120;count;2333019496;2312465713;2477037922;2273384940;3155614282;2289664124;2465319615;2410422265;2234776394;2212433332;24164138083
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511043659;50368121;count;2433534426;2332077949;2486912689;2293142841;2374517248;2260559933;2485090807;2430346341;2243709373;2222345266;23562236873
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511043689;50368122;count;2362396294;2291469752;2404403963;2303014893;2384416979;2300030957;2494997791;2440217777;2253550533;2232203281;23466702220
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511043719;50368123;count;2381974457;2311045876;2475337338;2313135051;2404182725;2290205825;2778012061;2459962182;2273292204;2252467600;23939615319
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511043749;50368124;count;2391757644;2320898316;2434133349;2322999892;2414069203;2309957777;2787705422;2414959857;2402131017;2262368239;24060980716
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511043779;50368125;count;2401562867;2330724030;2453860809;2342773968;2433840057;2319738248;2544041643;2424818286;2293346842;2281975882;23826682632
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511043809;50368126;count;2421190718;2350772720;2463735318;2352673030;2443735572;2339522324;2553912744;2484108168;2313179966;2291795034;24014625594
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511043839;50368127;count;2430973311;2360574039;2602246621;2372441023;2627966358;2388762936;3501066270;3218369035;2322875458;2311188467;26136463518
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511043869;50368128;count;2450562916;2379911306;3356537862;2382262566;2637863692;2398590500;3579980059;2420015985;2342927370;2321010933;26269663189
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511043899;50368129;count;2699481222;2389945213;2459104783;2392091968;2483321115;2378760041;2530402098;2508743076;2352890014;2330713810;24525453340
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511043929;50368130;count;2471319824;2419165801;2468946637;2421589551;2591748127;2417908979;2550053428;2439626954;2362763570;2350358454;24493481325
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511043959;50368131;count;2490607486;2428897680;2477018337;2411582941;2512647053;2398307356;2559864153;2458844564;2372600198;2428699186;24539068954
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511043991;50368133;count;2500320047;2507101263;2506309416;2440991659;2541897568;2427773739;2592095301;2478100233;2402095319;2379670926;24776355471
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511044019;50368133;count;2529488448;2507101263;2506309416;2440991659;2541897568;2427773739;2592095301;2478100233;2402095319;2379670926;24805523872
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511044049;50368134;count;2529510705;2448401428;2585858564;2460635091;2561678488;2437624479;2611648528;2497798649;2411914476;2428663634;24973734042
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511044079;50368135;count;2616987012;2467876239;2535971735;2470310190;2571488320;2447424353;2621448420;2507597608;2421731844;2409052733;25069888454
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511044109;50368136;count;2568472229;2487340240;2545794191;2421399899;2648286388;2476916798;2641341609;2527296288;2672744248;2487418804;25477010694
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511044139;50368137;count;2626781453;2497091706;2565342262;2441098560;2611192774;2476744024;2709982223;2546996273;2460596797;2438344924;25374170996
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511044171;50368139;count;2597457756;2476329258;2594347381;2470327269;2640240048;2506063193;2690078485;2574976877;2441603886;2477540532;25468964685
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511044199;50368139;count;2674769578;2476329258;2594347381;2470327269;2640240048;2506063193;2690078485;2574976877;2441603886;2477540532;25546276507
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511044231;50368141;count;2626132957;2572714283;2643255001;2499485185;2669179949;2545002463;2719265161;2623957310;2509858501;2495651937;25904502747
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511044259;50368141;count;2782060545;2572714283;2643255001;2499485185;2669179949;2545002463;2719265161;2623957310;2509858501;2495651937;26060430335
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511044289;50368142;count;2656026211;2514597962;2634050648;2509251801;2688663642;2554744624;2729019034;2633698261;2519628682;2446648510;25886329375
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511044319;50368143;count;2665685539;2796545006;2692624813;2518996317;2698400398;2564525923;2738760890;2633397921;2490249378;2456415089;26255601274
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511044349;50368144;count;2675497952;2533372519;2653446097;2736395313;2708137391;2574281639;2748604089;2643142176;2500045736;2466185003;26239107915
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511044379;50368145;count;2685199148;2552844233;2663293003;2607131450;3523101435;2584041560;3004630489;2652873198;2509844241;2475947369;27258906126
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511044409;50368146;count;2704568487;2562549351;2682839323;2626663980;2711257608;2593810943;3014368407;2672405088;2678550347;2495480431;26742493965
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511044439;50368147;count;2714310782;2620679308;2692937980;2626501724;2721019078;2613351635;2797105148;2682153842;2541312341;2563837600;26573209438
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511044469;50368148;count;2733940668;2591738881;2790789680;2636410630;2721365977;2829810311;2875165570;2879254153;2560853304;2524788159;27144117333
